SEQENCE ID                     TM SP PREDICTION
Q2G260                          0  Y n4-16c28/29o
Q2G262                         14  0 i21-43o49-70i91-109o115-135i142-162o168-190i211-235o247-269i290-312o318-342i354-377o383-399i411-430o436-455i
Q2G263                          0  0 o
Q2G264                          0  Y n4-15c22/23o
Q2G265                          0  0 o
Q2G267                          2  0 o31-50i57-81o
Q2G269                          0  0 o
Q2G270                          0  0 o
Q2G276                          0  0 o
Q2G277                          0  0 o
Q2G279                          0  0 o
Q2G281                          0  0 o
Q2G284                          0  0 o
Q2G285                          0  0 i
Q2G287                          1  0 i48-73o
Q2G288                         11  Y n9-20c28/29o38-54i66-86o98-115i122-141o167-183i195-221o233-255i289-309o329-353i365-382o388-405i
Q2G289                          0  0 o
Q2G290                          0  0 o
Q2G291                          1  0 i12-29o
Q2G293                          0  0 o
Q2G295                          0  0 o
Q2G299                          1  0 o20-38i
Q2G2A0                          0  0 o
Q2G2A2                          0  0 o
Q2G2A6                          0  0 o
Q2G2A8                          0  Y n4-14c22/23o
Q2G2A9                          7  0 i7-28o57-86i98-118o130-154i175-197o203-223i235-254o
Q2G2B0                          6  0 i12-32o52-77i89-113o133-157i193-216o236-257i
Q2G2B3                         10  0 i12-36o48-66i78-98o104-121i154-186o219-241i253-278o290-318i352-369o375-393i
Q2G2B4                          2  0 i28-47o53-71i
Q2G2B5                          3  0 o6-25i46-67o73-95i
Q2G2B6                          0  Y n4-15c20/21o
Q2G2B7                          0  0 o
Q2G2B8                          0  0 o
Q2G2C3                          0  0 o
Q2G2C5                          0  0 o
Q2G2C6                          1  0 o20-41i
Q2G2C7                          0  0 o
Q2G2C8                         10  0 o12-31i43-60o91-115i136-158o178-199i219-241o247-265i292-324o330-347i354-372o
Q2G2C9                          0  0 o
Q2G2D1                          0  0 i
Q2G2D6                          1  0 i9-31o
Q2G2D7                          0  0 o
Q2G2E2                          5  Y n8-19c24/25o40-67i74-91o103-134i146-164o170-187i
Q2G2E3                          0  0 i
Q2G2E6                          0  0 i
Q2G2E7                          8  0 i7-35o47-69i81-100o106-127i139-171o177-196i208-226o232-250i
Q2G2E8                          0  0 o
Q2G2E9                          0  0 o
Q2G2F0                          0  0 o
Q2G2F1                          0  0 o
Q2G2F2                         10  0 i26-48o60-80i101-127o133-153i165-181o187-204i284-302o308-327i353-371o377-395i
Q2G2F7                          5  0 o12-32i44-61o67-88i104-120o126-146i
Q2G2F9                          7  0 o6-21i28-47o53-72i79-98o110-130i150-166o172-188i
Q2G2G0                          0  Y n7-18c26/27o
Q2G2G1                          3  Y n4-12c17/18o50-70i77-102o108-127i
Q2G2G4                          0  0 o
Q2G2G5                          3  0 i7-29o62-83i90-121o
Q2G2G6                          3  0 i20-44o84-103i115-148o
Q2G2G7                          0  0 o
Q2G2H0                          0  0 o
Q2G2H1                          0  0 o
Q2G2H3                          1  0 i280-303o
Q2G2I0                          0  0 o
Q2G2I2                          0  0 i
Q2G2I4                          3  0 o6-25i37-57o69-86i
Q2G2I5                          3  0 o6-29i41-60o66-86i
Q2G2I6                          4  0 i73-98o118-144i156-175o278-299i
Q2G2I7                          1  0 i12-33o
Q2G2I8                          0  Y n25-36c44/45o
Q2G2I9                          0  0 o
Q2G2J1                          1  0 o29-47i
Q2G2J3                         12  0 i12-29o35-52i73-100o106-128i135-161o190-210i231-252o258-276i312-332o352-384i405-422o434-457i
Q2G2J4                          0  0 o
Q2G2J6                          0  0 o
Q2G2J7                          0  0 i
Q2G2J8                          0  0 o
Q2G2J9                          0  0 o
Q2G2K0                          0  0 o
Q2G2K1                          0  0 o
Q2G2K2                          0  0 o
Q2G2K3                          0  0 i
Q2G2K4                          0  0 o
Q2G2K9                          5  0 o12-29i100-119o125-142i149-165o224-243i
Q2G2L2                          0  0 o
Q2G2L4                          7  0 o20-53i65-81o87-107i114-130o136-158i333-350o356-374i
Q2G2L5                          3  0 i37-66o72-93i105-124o
Q2G2L6                          0  0 o
Q2G2L7                          0  0 o
Q2G2L8                          2  0 i142-163o169-187i
Q2G2M0                          0  0 o
Q2G2M5                          0  0 o
Q2G2N0                          0  0 i
Q2G2N1                          4  0 o12-33i40-57o63-94i106-128o
Q2G2N2                          8  0 i29-46o58-77i97-118o187-206i242-264o270-287i294-319o339-370i
Q2G2N3                          1  0 o12-33i
Q2G2N5                         11  0 o24-46i77-101o107-130i155-175o187-208i220-239o251-271i311-332o352-380i392-411o423-445i
Q2G2N6                          0  0 o
Q2G2N7                          0  0 o
Q2G2N8                          3  Y n2-10c14/15o30-55i82-104o110-132i
Q2G2N9                          0  0 o
Q2G2P0                          0  0 o
Q2G2P1                          0  0 o
Q2G2P3                          2  0 i7-25o31-51i
Q2G2P4                          0  0 o
Q2G2P6                          7  0 o15-32i39-64o70-90i136-156o162-181i188-205o211-229i
Q2G2Q5                          0  0 o
Q2G2Q6                          0  0 o
Q2G2Q7                          0  0 o
Q2G2Q8                          0  0 o
Q2G2Q9                          0  0 o
Q2G2R6                          0  0 o
Q2G2R7                          0  0 o
Q2G2R9                          3  0 o12-32i39-60o66-84i
Q2G2S2                          0  0 o
Q2G2S3                          0  0 o
Q2G2S4                          0  0 o
Q2G2S5                          0  0 o
Q2G2S7                          0  0 o
Q2G2S8                          2  0 i461-481o487-505i
Q2G2S9                          4  0 i20-41o53-74i105-127o133-154i
Q2G2T0                          0  Y n6-16c21/22o
Q2G2T1                          0  0 o
Q2G2T2                          7  0 i16-42o62-92i104-123o174-195i207-231o243-262i274-296o
Q2G2T4                          0  0 o
Q2G2T5                          3  0 o6-29i41-60o72-105i
Q2G2T7                          2  0 i234-254o266-291i
Q2G2T9                          3  0 o6-30i60-80o100-121i
Q2G2U2                          1  0 i9-26o
Q2G2U3                          0  0 o
Q2G2U5                          0  0 i
Q2G2U7                          9  0 i21-41o61-79i86-111o117-136i148-169o181-201i221-239o245-269i281-296o
Q2G2V0                          0  0 o
Q2G2V1                          0  0 o
Q2G2V5                          0  0 i
Q2G2V6                          0  0 o
Q2G2V7                          7  0 o30-50i62-82o102-124i136-160o166-184i196-216o222-243i
Q2G2V8                          0  0 o
Q2G2V9                          4  0 i66-86o92-112i124-149o155-171i
Q2G2W2                          4  0 i32-54o103-127i134-154o183-204i
Q2G2W3                          0  0 o
Q2G2W4                          0  0 i
Q2G2W5                          1  0 i5-26o
Q2G2W6                          0  0 o
Q2G2W7                          0  0 o
Q2G2W8                          0  0 o
Q2G2W9                          0  0 o
Q2G2X0                          0  0 o
Q2G2X8                          0  Y n9-20c25/26o
Q2G2X9                          0  Y n9-20c30/31o
Q2G2Y1                          0  0 o
Q2G2Y2                          0  0 o
Q2G2Y3                          1  0 i40-65o
Q2G2Y4                          1  0 i36-58o
Q2G2Y5                          0  Y n5-16c20/21o
Q2G2Y6                          0  Y n3-13c18/19o
