# SignalP-5.0	Organism: euk	
# ID	Prediction	SP(Sec/SPI)	OTHER	CS Position
Q2FZB5	OTHER	0.004322	0.995678	
Q2FZB6	OTHER	0.001005	0.998995	
Q2FZB7	SP(Sec/SPI)	0.919535	0.080465	CS pos: 22-23. GIA-TI. Pr: 0.3906
Q2FZB9	OTHER	0.020987	0.979013	
Q2FZC1	OTHER	0.010383	0.989617	
Q2FZC3	OTHER	0.000337	0.999663	
Q2FZC4	OTHER	0.000509	0.999491	
Q2FZC9	OTHER	0.003571	0.996429	
Q2FZD1	OTHER	0.016353	0.983647	
Q2FZD5	OTHER	0.003206	0.996794	
Q2FZE1	OTHER	0.021363	0.978637	
Q2FZE7	OTHER	0.247998	0.752002	
Q2FZF2	OTHER	0.000737	0.999263	
Q2FZF3	OTHER	0.001437	0.998563	
Q2FZF6	OTHER	0.000750	0.999250	
Q2FZF7	OTHER	0.000970	0.999030	
Q2FZF8	OTHER	0.000353	0.999647	
Q2FZF9	OTHER	0.063795	0.936205	
Q2FZG0	OTHER	0.000347	0.999653	
Q2FZG1	OTHER	0.002556	0.997444	
Q2FZG2	OTHER	0.000129	0.999871	
Q2FZG3	OTHER	0.000707	0.999293	
Q2FZG5	SP(Sec/SPI)	0.954979	0.045021	CS pos: 20-21. AGC-TT. Pr: 0.3843
Q2FZG7	OTHER	0.001598	0.998402	
Q2FZH0	OTHER	0.003615	0.996385	
Q2FZH1	OTHER	0.001421	0.998579	
Q2FZH2	OTHER	0.029597	0.970403	
Q2FZH4	OTHER	0.000259	0.999741	
Q2FZH6	OTHER	0.000546	0.999454	
Q2FZH7	OTHER	0.000403	0.999597	
Q2FZH8	OTHER	0.001060	0.998940	
Q2FZH9	OTHER	0.002312	0.997688	
Q2FZI0	OTHER	0.001377	0.998623	
Q2FZI1	OTHER	0.001582	0.998418	
Q2FZI2	OTHER	0.000864	0.999136	
Q2FZI3	OTHER	0.000497	0.999503	
Q2FZI4	OTHER	0.002313	0.997687	
Q2FZJ7	SP(Sec/SPI)	0.828172	0.171828	CS pos: 24-25. LNA-DA. Pr: 0.4415
Q2FZJ8	OTHER	0.003797	0.996203	
Q2FZK8	OTHER	0.009189	0.990811	
Q2FZK9	OTHER	0.000274	0.999726	
Q2FZL0	OTHER	0.022736	0.977264	
Q2FZL8	OTHER	0.000566	0.999434	
Q2FZL9	OTHER	0.021003	0.978997	
Q2FZM1	OTHER	0.000908	0.999092	
Q2FZM2	OTHER	0.003654	0.996346	
Q2FZM3	OTHER	0.001698	0.998302	
Q2FZM4	OTHER	0.000765	0.999235	
Q2FZM5	OTHER	0.453606	0.546394	
Q2FZM6	OTHER	0.000731	0.999269	
Q2FZM7	OTHER	0.001090	0.998910	
Q2FZM8	OTHER	0.000443	0.999557	
Q2FZM9	OTHER	0.015914	0.984086	
Q2FZN0	OTHER	0.000738	0.999262	
Q2FZN1	SP(Sec/SPI)	0.716106	0.283894	CS pos: 18-19. TIA-FT. Pr: 0.5372
Q2FZN2	OTHER	0.075335	0.924665	
Q2FZN3	OTHER	0.006350	0.993650	
Q2FZN4	OTHER	0.022418	0.977582	
Q2FZN5	OTHER	0.004692	0.995308	
Q2FZN6	OTHER	0.001198	0.998802	
Q2FZN8	OTHER	0.000589	0.999411	
Q2FZN9	OTHER	0.001510	0.998490	
Q2FZP0	OTHER	0.000753	0.999247	
Q2FZP1	OTHER	0.007897	0.992103	
Q2FZP3	OTHER	0.126684	0.873316	
Q2FZP5	OTHER	0.000513	0.999487	
Q2FZQ0	OTHER	0.000248	0.999752	
Q2FZQ1	OTHER	0.002124	0.997876	
Q2FZQ2	OTHER	0.017166	0.982834	
Q2FZQ8	OTHER	0.014794	0.985206	
Q2FZQ9	OTHER	0.207071	0.792929	
Q2FZR0	OTHER	0.000362	0.999638	
Q2FZR1	OTHER	0.000474	0.999526	
Q2FZR2	SP(Sec/SPI)	0.975591	0.024409	CS pos: 22-23. ACG-KS. Pr: 0.3828
Q2FZR3	SP(Sec/SPI)	0.984158	0.015842	CS pos: 21-22. SGC-AN. Pr: 0.5080
Q2FZR4	OTHER	0.000623	0.999377	
Q2FZR8	OTHER	0.006682	0.993318	
Q2FZS1	OTHER	0.462594	0.537406	
Q2FZS2	SP(Sec/SPI)	0.988551	0.011449	CS pos: 25-26. VAG-NE. Pr: 0.2740
Q2FZS3	OTHER	0.002383	0.997617	
Q2FZS4	OTHER	0.016976	0.983024	
Q2FZS6	OTHER	0.000649	0.999351	
Q2FZS7	OTHER	0.055492	0.944508	
Q2FZT0	OTHER	0.002752	0.997248	
Q2FZT1	OTHER	0.001378	0.998622	
Q2FZT3	OTHER	0.003336	0.996664	
Q2FZT4	OTHER	0.000675	0.999325	
Q2FZU3	SP(Sec/SPI)	0.798258	0.201742	CS pos: 30-31. AGA-EQ. Pr: 0.5590
Q2FZU4	OTHER	0.001884	0.998116	
Q2FZU7	OTHER	0.000856	0.999144	
Q2FZU8	OTHER	0.001079	0.998921	
Q2FZV0	OTHER	0.001266	0.998734	
Q2FZV4	OTHER	0.000792	0.999208	
Q2FZV5	OTHER	0.067909	0.932091	
Q2FZV8	OTHER	0.002320	0.997680	
Q2FZV9	OTHER	0.006811	0.993189	
Q2FZW1	OTHER	0.009247	0.990753	
Q2FZW7	OTHER	0.000818	0.999182	
Q2FZW8	OTHER	0.004448	0.995552	
Q2FZW9	OTHER	0.002329	0.997671	
Q2FZX1	OTHER	0.000811	0.999189	
Q2FZX2	OTHER	0.000647	0.999353	
Q2FZX3	OTHER	0.000497	0.999503	
Q2FZX5	OTHER	0.001042	0.998958	
Q2FZX6	OTHER	0.209660	0.790340	
Q2FZX7	OTHER	0.001704	0.998296	
Q2FZX8	OTHER	0.005244	0.994756	
Q2FZY0	SP(Sec/SPI)	0.881381	0.118619	CS pos: 20-21. SET-AL. Pr: 0.4592
Q2FZY1	OTHER	0.164259	0.835741	
Q2FZY2	OTHER	0.002492	0.997508	
Q2FZY3	OTHER	0.000305	0.999695	
Q2FZY6	OTHER	0.000338	0.999662	
Q2FZY7	OTHER	0.000638	0.999362	
Q2FZY9	OTHER	0.000472	0.999528	
Q2FZZ3	OTHER	0.000816	0.999184	
Q2FZZ4	OTHER	0.001311	0.998689	
Q2FZZ5	OTHER	0.055622	0.944378	
Q2FZZ6	OTHER	0.000433	0.999567	
Q2FZZ7	OTHER	0.034939	0.965061	
Q2FZZ9	OTHER	0.000815	0.999185	
Q2G000	OTHER	0.000969	0.999031	
Q2G001	OTHER	0.000663	0.999337	
Q2G003	OTHER	0.001133	0.998867	
Q2G004	OTHER	0.000998	0.999002	
Q2G005	OTHER	0.019386	0.980614	
Q2G006	SP(Sec/SPI)	0.958795	0.041205	CS pos: 27-28. TIA-DN. Pr: 0.3344
Q2G007	OTHER	0.000492	0.999508	
Q2G008	OTHER	0.000329	0.999671	
Q2G009	OTHER	0.001288	0.998712	
Q2G011	SP(Sec/SPI)	0.922004	0.077996	CS pos: 26-27. ANA-LV. Pr: 0.5699
Q2G012	SP(Sec/SPI)	0.953950	0.046050	CS pos: 26-27. AKA-SV. Pr: 0.4537
Q2G013	OTHER	0.000145	0.999855	
Q2G014	SP(Sec/SPI)	0.954915	0.045085	CS pos: 26-27. ASA-VV. Pr: 0.3501
Q2G016	OTHER	0.000909	0.999091	
Q2G017	OTHER	0.008078	0.991922	
Q2G018	OTHER	0.000658	0.999342	
Q2G019	SP(Sec/SPI)	0.982760	0.017240	CS pos: 19-20. ACG-HH. Pr: 0.5289
Q2G020	OTHER	0.005186	0.994814	
Q2G021	OTHER	0.000366	0.999634	
Q2G022	OTHER	0.013255	0.986745	
Q2G027	OTHER	0.008516	0.991484	
Q2G033	OTHER	0.000239	0.999761	
Q2G034	OTHER	0.001087	0.998913	
Q2G035	OTHER	0.009845	0.990155	
Q2G040	OTHER	0.000729	0.999271	
Q2G042	OTHER	0.000218	0.999782	
Q2G043	OTHER	0.000333	0.999667	
Q2G048	OTHER	0.003316	0.996684	
Q2G050	OTHER	0.000860	0.999140	
Q2G051	OTHER	0.008568	0.991432	
Q2G053	OTHER	0.006631	0.993369	
Q2G056	OTHER	0.000972	0.999028	
Q2G057	OTHER	0.003014	0.996986	
Q2G058	OTHER	0.001065	0.998935	
Q2G059	OTHER	0.000296	0.999704	
Q2G062	OTHER	0.000931	0.999069	
Q2G063	OTHER	0.015977	0.984023	
Q2G065	OTHER	0.000874	0.999126	
Q2G066	OTHER	0.000409	0.999591	
Q2G067	SP(Sec/SPI)	0.951416	0.048584	CS pos: 21-22. ACG-NK. Pr: 0.3226
Q2G068	OTHER	0.000714	0.999286	
Q2G070	OTHER	0.002034	0.997966	
Q2G072	OTHER	0.000391	0.999609	
Q2G073	OTHER	0.003178	0.996822	
Q2G074	OTHER	0.026409	0.973591	
Q2G075	OTHER	0.001517	0.998483	
Q2G076	OTHER	0.017928	0.982072	
Q2G079	OTHER	0.001937	0.998063	
Q2G080	OTHER	0.012082	0.987918	
Q2G083	OTHER	0.013491	0.986509	
Q2G085	OTHER	0.017574	0.982426	
Q2G086	OTHER	0.000552	0.999448	
Q2G091	OTHER	0.000866	0.999134	
Q2G092	OTHER	0.007267	0.992733	
Q2G094	OTHER	0.001602	0.998398	
Q2G095	OTHER	0.001153	0.998847	
Q2G096	OTHER	0.004300	0.995700	
Q2G097	OTHER	0.000724	0.999276	
Q2G098	OTHER	0.000469	0.999531	
Q2G099	OTHER	0.000752	0.999248	
Q2G0A1	OTHER	0.296630	0.703370	
Q2G0A2	OTHER	0.039184	0.960816	
Q2G0A3	OTHER	0.003052	0.996948	
Q2G0A4	OTHER	0.019629	0.980371	
Q2G0A5	OTHER	0.000315	0.999685	
Q2G0A7	OTHER	0.000567	0.999433	
Q2G0A8	OTHER	0.001493	0.998507	
Q2G0A9	OTHER	0.001001	0.998999	
Q2G0B0	OTHER	0.000993	0.999007	
Q2G0B5	OTHER	0.185816	0.814184	
Q2G0B6	OTHER	0.000621	0.999379	
Q2G0B7	OTHER	0.003211	0.996789	
Q2G0B8	OTHER	0.000685	0.999315	
Q2G0B9	OTHER	0.000577	0.999423	
Q2G0C0	SP(Sec/SPI)	0.988399	0.011601	CS pos: 21-22. GKS-QE. Pr: 0.4872
Q2G0C1	OTHER	0.002356	0.997644	
Q2G0C2	OTHER	0.000615	0.999385	
Q2G0C3	OTHER	0.006102	0.993898	
Q2G0C4	OTHER	0.006569	0.993431	
Q2G0C5	OTHER	0.015730	0.984270	
Q2G0C6	OTHER	0.000387	0.999613	
Q2G0C7	OTHER	0.000624	0.999376	
Q2G0C8	OTHER	0.004798	0.995202	
Q2G0C9	OTHER	0.000675	0.999325	
Q2G0D0	OTHER	0.000304	0.999696	
Q2G0D2	OTHER	0.000653	0.999347	
Q2G0D3	OTHER	0.000268	0.999732	
Q2G0D5	OTHER	0.179644	0.820356	
Q2G0D6	OTHER	0.000708	0.999292	
Q2G0D7	OTHER	0.000480	0.999520	
Q2G0E2	OTHER	0.000760	0.999240	
Q2G0E3	OTHER	0.000253	0.999747	
Q2G0E4	OTHER	0.015297	0.984703	
Q2G0E5	OTHER	0.111329	0.888671	
Q2G0E6	OTHER	0.005178	0.994822	
Q2G0E7	OTHER	0.000722	0.999278	
Q2G0F0	OTHER	0.000564	0.999436	
Q2G0F1	OTHER	0.000447	0.999553	
Q2G0F2	SP(Sec/SPI)	0.981430	0.018570	CS pos: 27-28. AEA-AS. Pr: 0.3895
Q2G0F3	OTHER	0.000434	0.999566	
Q2G0F4	OTHER	0.000206	0.999794	
Q2G0F5	OTHER	0.005907	0.994093	
Q2G0F6	OTHER	0.000443	0.999557	
Q2G0F7	OTHER	0.000673	0.999327	
Q2G0F9	OTHER	0.000957	0.999043	
Q2G0G0	OTHER	0.009298	0.990702	
Q2G0G2	OTHER	0.001184	0.998816	
Q2G0G3	OTHER	0.000385	0.999615	
Q2G0G4	OTHER	0.000905	0.999095	
Q2G0G5	OTHER	0.001887	0.998113	
Q2G0G6	OTHER	0.002398	0.997602	
Q2G0G7	OTHER	0.000386	0.999614	
Q2G0G8	OTHER	0.002153	0.997847	
Q2G0G9	OTHER	0.000410	0.999590	
Q2G0H0	OTHER	0.027350	0.972650	
Q2G0H1	OTHER	0.000220	0.999780	
Q2G0H2	OTHER	0.043905	0.956095	
Q2G0H3	OTHER	0.000286	0.999714	
Q2G0H4	OTHER	0.000155	0.999845	
Q2G0H5	OTHER	0.000223	0.999777	
Q2G0H6	OTHER	0.003830	0.996170	
Q2G0H7	OTHER	0.000268	0.999732	
Q2G0H8	OTHER	0.059389	0.940611	
Q2G0H9	OTHER	0.000148	0.999852	
Q2G0I0	OTHER	0.014067	0.985933	
Q2G0I1	OTHER	0.000943	0.999057	
Q2G0I2	OTHER	0.410143	0.589857	
Q2G0I3	OTHER	0.001007	0.998993	
Q2G0I5	OTHER	0.002174	0.997826	
Q2G0I6	OTHER	0.002242	0.997758	
Q2G0J2	OTHER	0.000337	0.999663	
Q2G0J3	OTHER	0.083698	0.916302	
Q2G0J4	OTHER	0.000562	0.999438	
Q2G0J5	SP(Sec/SPI)	0.836291	0.163709	CS pos: 20-21. TGA-FG. Pr: 0.2900
Q2G0J6	OTHER	0.001256	0.998744	
Q2G0J9	OTHER	0.001581	0.998419	
Q2G0K0	OTHER	0.000328	0.999672	
Q2G0K1	OTHER	0.000702	0.999298	
Q2G0K2	OTHER	0.001438	0.998562	
Q2G0K3	OTHER	0.000906	0.999094	
Q2G0K5	OTHER	0.000812	0.999188	
Q2G0K6	OTHER	0.000929	0.999071	
Q2G0K9	OTHER	0.000654	0.999346	
Q2G0L0	OTHER	0.000313	0.999687	
Q2G0L2	OTHER	0.001886	0.998114	
Q2G0L3	OTHER	0.003998	0.996002	
Q2G0L6	OTHER	0.001184	0.998816	
Q2G0L8	OTHER	0.002700	0.997300	
Q2G0M2	OTHER	0.000522	0.999478	
Q2G0M3	OTHER	0.000485	0.999515	
Q2G0M5	OTHER	0.034006	0.965994	
Q2G0M8	OTHER	0.000449	0.999551	
Q2G0M9	OTHER	0.000549	0.999451	
Q2G0N7	OTHER	0.000820	0.999180	
Q2G0Q2	OTHER	0.000569	0.999431	
Q2G0Q4	OTHER	0.003443	0.996557	
Q2G0R3	OTHER	0.000673	0.999327	
Q2G0R4	OTHER	0.000355	0.999645	
Q2G0R6	OTHER	0.000743	0.999257	
Q2G0R7	OTHER	0.104610	0.895390	
Q2G0S1	OTHER	0.024303	0.975697	
Q2G0S4	OTHER	0.001260	0.998740	
Q2G0S6	OTHER	0.003806	0.996194	
Q2G0S7	OTHER	0.000710	0.999290	
Q2G0S9	OTHER	0.000266	0.999734	
Q2G0T2	OTHER	0.404502	0.595498	
Q2G0T6	OTHER	0.001089	0.998911	
Q2G0T7	OTHER	0.050728	0.949272	
Q2G0T8	OTHER	0.000341	0.999659	
Q2G0U1	OTHER	0.001505	0.998495	
Q2G0U3	OTHER	0.000429	0.999571	
Q2G0U4	OTHER	0.024232	0.975768	
Q2G0U5	OTHER	0.042821	0.957179	
Q2G0U6	OTHER	0.000511	0.999489	
Q2G0U7	OTHER	0.001239	0.998761	
Q2G0U8	OTHER	0.002245	0.997755	
Q2G0V1	OTHER	0.000817	0.999183	
Q2G0V5	OTHER	0.002709	0.997291	
Q2G0V6	OTHER	0.003239	0.996761	
Q2G0V8	OTHER	0.037310	0.962690	
Q2G0V9	OTHER	0.002151	0.997849	
Q2G0W0	OTHER	0.000951	0.999049	
Q2G0W3	OTHER	0.007536	0.992464	
Q2G0W4	OTHER	0.003233	0.996767	
Q2G0W5	OTHER	0.000401	0.999599	
Q2G0W6	OTHER	0.000777	0.999223	
Q2G0W7	OTHER	0.000312	0.999688	
Q2G0W8	OTHER	0.000777	0.999223	
Q2G0X0	SP(Sec/SPI)	0.980447	0.019553	CS pos: 25-26. CDG-DN. Pr: 0.5624
Q2G0X2	SP(Sec/SPI)	0.910886	0.089114	CS pos: 22-23. VVG-YG. Pr: 0.3267
Q2G0X3	SP(Sec/SPI)	0.640141	0.359859	CS pos: 32-33. AEA-SE. Pr: 0.3072
Q2G0X5	OTHER	0.000674	0.999326	
Q2G0X8	SP(Sec/SPI)	0.981146	0.018854	CS pos: 22-23. VNT-TT. Pr: 0.5869
Q2G0Y0	OTHER	0.009830	0.990170	
Q2G0Y1	OTHER	0.066483	0.933517	
Q2G0Y2	OTHER	0.418896	0.581104	
Q2G0Y3	OTHER	0.000473	0.999527	
Q2G0Y4	OTHER	0.000507	0.999493	
Q2G0Y5	OTHER	0.000928	0.999072	
Q2G0Y8	OTHER	0.246043	0.753957	
Q2G0Z0	OTHER	0.000180	0.999820	
Q2G0Z1	OTHER	0.000287	0.999713	
Q2G0Z2	OTHER	0.000531	0.999469	
Q2G0Z3	OTHER	0.004930	0.995070	
Q2G0Z8	OTHER	0.005743	0.994257	
Q2G0Z9	SP(Sec/SPI)	0.992619	0.007381	CS pos: 22-23. CAS-DQ. Pr: 0.5300
Q2G100	OTHER	0.150929	0.849071	
Q2G102	OTHER	0.009839	0.990161	
Q2G103	OTHER	0.483227	0.516773	
Q2G104	OTHER	0.000812	0.999188	
Q2G105	SP(Sec/SPI)	0.988922	0.011078	CS pos: 20-21. ACG-ND. Pr: 0.4498
Q2G106	OTHER	0.395642	0.604358	
Q2G108	OTHER	0.001252	0.998748	
Q2G109	OTHER	0.006262	0.993738	
Q2G110	OTHER	0.000433	0.999567	
Q2G114	OTHER	0.001174	0.998826	
Q2G116	OTHER	0.000245	0.999755	
Q2G123	OTHER	0.001448	0.998552	
Q2G125	OTHER	0.029663	0.970337	
Q2G126	OTHER	0.001918	0.998082	
Q2G132	OTHER	0.001177	0.998823	
Q2G133	OTHER	0.003607	0.996393	
Q2G134	OTHER	0.046950	0.953050	
Q2G135	OTHER	0.007166	0.992834	
Q2G136	OTHER	0.000610	0.999390	
Q2G137	OTHER	0.001097	0.998903	
Q2G139	OTHER	0.000564	0.999436	
Q2G141	OTHER	0.001050	0.998950	
Q2G142	OTHER	0.024615	0.975385	
Q2G144	OTHER	0.053691	0.946309	
Q2G146	OTHER	0.002130	0.997870	
Q2G148	OTHER	0.001316	0.998684	
Q2G150	OTHER	0.000314	0.999686	
Q2G151	OTHER	0.001196	0.998804	
Q2G152	OTHER	0.003348	0.996652	
Q2G153	OTHER	0.000917	0.999083	
Q2G154	OTHER	0.001113	0.998887	
Q2G156	OTHER	0.014987	0.985013	
Q2G158	OTHER	0.000864	0.999136	
Q2G159	OTHER	0.002930	0.997070	
Q2G164	OTHER	0.000268	0.999732	
Q2G165	OTHER	0.378922	0.621078	
Q2G166	OTHER	0.004026	0.995974	
Q2G169	OTHER	0.000428	0.999572	
Q2G170	SP(Sec/SPI)	0.816719	0.183281	CS pos: 20-21. TVS-AP. Pr: 0.2088
Q2G172	OTHER	0.000215	0.999785	
Q2G173	OTHER	0.050086	0.949914	
Q2G174	SP(Sec/SPI)	0.993165	0.006835	CS pos: 18-19. AGC-SN. Pr: 0.5453
Q2G175	OTHER	0.006807	0.993193	
Q2G176	OTHER	0.006289	0.993711	
Q2G177	OTHER	0.001082	0.998918	
Q2G180	OTHER	0.001792	0.998208	
Q2G183	OTHER	0.000617	0.999383	
Q2G186	OTHER	0.000758	0.999242	
Q2G190	SP(Sec/SPI)	0.993906	0.006094	CS pos: 24-25. AQA-YT. Pr: 0.8402
Q2G191	OTHER	0.007533	0.992467	
Q2G192	OTHER	0.000236	0.999764	
Q2G193	OTHER	0.371937	0.628063	
Q2G194	OTHER	0.005277	0.994723	
Q2G195	OTHER	0.003660	0.996340	
Q2G196	OTHER	0.000679	0.999321	
Q2G198	OTHER	0.005940	0.994060	
Q2G1A0	OTHER	0.002420	0.997580	
Q2G1A1	OTHER	0.000430	0.999570	
Q2G1A2	OTHER	0.000345	0.999655	
Q2G1A3	OTHER	0.001420	0.998580	
Q2G1A4	OTHER	0.063232	0.936768	
Q2G1A7	OTHER	0.018796	0.981204	
Q2G1A8	OTHER	0.000912	0.999088	
Q2G1A9	OTHER	0.018091	0.981909	
Q2G1B1	OTHER	0.000835	0.999165	
Q2G1B7	OTHER	0.000838	0.999162	
Q2G1C3	OTHER	0.462520	0.537480	
Q2G1C5	OTHER	0.000482	0.999518	
Q2G1C6	OTHER	0.000995	0.999005	
Q2G1C7	OTHER	0.000901	0.999099	
Q2G1C8	OTHER	0.000751	0.999249	
Q2G1D1	OTHER	0.011848	0.988152	
Q2G1D2	OTHER	0.118791	0.881209	
Q2G1D3	SP(Sec/SPI)	0.917453	0.082547	CS pos: 26-27. ADA-IV. Pr: 0.5779
Q2G1D4	OTHER	0.006625	0.993375	
Q2G1D5	OTHER	0.000972	0.999028	
Q2G1D6	OTHER	0.004326	0.995674	
Q2G1D9	SP(Sec/SPI)	0.991564	0.008436	CS pos: 19-20. ACA-NT. Pr: 0.3587
Q2G1E2	OTHER	0.000262	0.999738	
Q2G1E3	OTHER	0.001457	0.998543	
Q2G1E4	OTHER	0.003228	0.996772	
Q2G1E5	OTHER	0.003949	0.996051	
Q2G1E6	OTHER	0.006242	0.993758	
Q2G1E7	OTHER	0.011891	0.988109	
Q2G1F0	OTHER	0.000396	0.999604	
Q2G1F3	SP(Sec/SPI)	0.780841	0.219159	CS pos: 23-24. VSG-DM. Pr: 0.6669
Q2G1F5	SP(Sec/SPI)	0.993071	0.006929	CS pos: 20-21. GCG-VP. Pr: 0.3764
Q2G1F6	OTHER	0.001203	0.998797	
Q2G1F8	OTHER	0.000379	0.999621	
Q2G1F9	OTHER	0.000484	0.999516	
Q2G1G0	OTHER	0.001005	0.998995	
Q2G1G1	OTHER	0.000606	0.999394	
Q2G1G3	OTHER	0.004670	0.995330	
Q2G1G4	OTHER	0.000506	0.999494	
Q2G1G7	OTHER	0.001071	0.998929	
Q2G1G9	OTHER	0.006129	0.993871	
Q2G1H1	OTHER	0.000304	0.999696	
Q2G1H7	OTHER	0.165276	0.834724	
Q2G1H8	OTHER	0.001126	0.998874	
Q2G1I0	OTHER	0.001613	0.998387	
Q2G1I2	OTHER	0.000674	0.999326	
Q2G1I3	OTHER	0.000824	0.999176	
Q2G1I5	SP(Sec/SPI)	0.908139	0.091861	CS pos: 18-19. TGC-DW. Pr: 0.4890
Q2G1I6	OTHER	0.000831	0.999169	
Q2G1I7	OTHER	0.000765	0.999235	
Q2G1I8	OTHER	0.000530	0.999470	
Q2G1I9	OTHER	0.004981	0.995019	
Q2G1J1	OTHER	0.301518	0.698482	
Q2G1J4	OTHER	0.216442	0.783558	
Q2G1J5	OTHER	0.006867	0.993133	
Q2G1J6	OTHER	0.068472	0.931528	
Q2G1J7	OTHER	0.051687	0.948313	
Q2G1J8	OTHER	0.033248	0.966752	
Q2G1J9	OTHER	0.193370	0.806630	
Q2G1K0	OTHER	0.001303	0.998697	
Q2G1K1	OTHER	0.001178	0.998822	
Q2G1K2	OTHER	0.002007	0.997993	
Q2G1K3	OTHER	0.001119	0.998881	
Q2G1K5	OTHER	0.001922	0.998078	
Q2G1K6	OTHER	0.000492	0.999508	
Q2G1K8	OTHER	0.001151	0.998849	
Q2G1L0	OTHER	0.000603	0.999397	
Q2G1L1	OTHER	0.000192	0.999808	
Q2G1L2	OTHER	0.000327	0.999673	
Q2G1L3	OTHER	0.000601	0.999399	
Q2G1L4	OTHER	0.000479	0.999521	
Q2G1L6	SP(Sec/SPI)	0.873072	0.126928	CS pos: 27-28. SLA-IT. Pr: 0.4899
Q2G1L7	SP(Sec/SPI)	0.991114	0.008886	CS pos: 22-23. ACG-NS. Pr: 0.2477
Q2G1L9	OTHER	0.000536	0.999464	
Q2G1M0	OTHER	0.012113	0.987887	
Q2G1M2	OTHER	0.001069	0.998931	
Q2G1M3	OTHER	0.001866	0.998134	
Q2G1M4	OTHER	0.001454	0.998546	
Q2G1M7	OTHER	0.000741	0.999259	
Q2G1N4	SP(Sec/SPI)	0.989597	0.010403	CS pos: 23-24. CSG-NS. Pr: 0.7268
Q2G1N5	OTHER	0.024338	0.975662	
Q2G1N6	OTHER	0.001943	0.998057	
Q2G1P0	OTHER	0.283091	0.716909	
Q2G1P2	OTHER	0.106085	0.893915	
Q2G1P3	OTHER	0.002129	0.997871	
Q2G1P4	OTHER	0.019987	0.980013	
Q2G1P6	OTHER	0.000677	0.999323	
Q2G1P7	OTHER	0.022489	0.977511	
Q2G1P8	SP(Sec/SPI)	0.922470	0.077530	CS pos: 23-24. TAG-CG. Pr: 0.3103
Q2G1Q3	OTHER	0.000346	0.999654	
Q2G1Q4	OTHER	0.008985	0.991015	
Q2G1Q5	OTHER	0.003925	0.996075	
Q2G1Q6	OTHER	0.000693	0.999307	
Q2G1Q7	OTHER	0.000819	0.999181	
Q2G1Q8	OTHER	0.001262	0.998738	
Q2G1Q9	OTHER	0.001684	0.998316	
Q2G1R0	OTHER	0.008047	0.991953	
Q2G1R1	OTHER	0.000492	0.999508	
Q2G1R2	OTHER	0.001736	0.998264	
Q2G1R4	OTHER	0.007151	0.992849	
Q2G1R5	OTHER	0.003375	0.996625	
Q2G1R6	OTHER	0.002812	0.997188	
Q2G1R7	OTHER	0.000839	0.999161	
Q2G1R8	OTHER	0.000252	0.999748	
Q2G1S0	OTHER	0.068768	0.931232	
Q2G1S2	OTHER	0.000391	0.999609	
Q2G1S5	SP(Sec/SPI)	0.988630	0.011370	CS pos: 25-26. TES-QT. Pr: 0.5020
Q2G1S7	OTHER	0.014396	0.985604	
Q2G1S9	OTHER	0.024212	0.975788	
Q2G1T0	OTHER	0.210436	0.789564	
Q2G1T1	OTHER	0.002641	0.997359	
Q2G1T2	OTHER	0.000265	0.999735	
Q2G1T3	OTHER	0.001066	0.998934	
Q2G1T4	OTHER	0.000991	0.999009	
Q2G1T5	OTHER	0.006295	0.993705	
Q2G1U2	OTHER	0.001623	0.998377	
Q2G1U4	OTHER	0.002191	0.997809	
Q2G1U7	SP(Sec/SPI)	0.774669	0.225331	CS pos: 25-26. VTS-KC. Pr: 0.4565
Q2G1U9	OTHER	0.001371	0.998629	
Q2G1V0	OTHER	0.000258	0.999742	
Q2G1V1	OTHER	0.000869	0.999131	
Q2G1V2	OTHER	0.001637	0.998363	
Q2G1V3	OTHER	0.000639	0.999361	
Q2G1V4	OTHER	0.000804	0.999196	
Q2G1V5	OTHER	0.089723	0.910277	
Q2G1V6	OTHER	0.021762	0.978238	
Q2G1V7	OTHER	0.000420	0.999580	
Q2G1V8	OTHER	0.000700	0.999300	
Q2G1V9	OTHER	0.003580	0.996420	
Q2G1W0	OTHER	0.008591	0.991409	
Q2G1W1	SP(Sec/SPI)	0.968284	0.031716	CS pos: 27-28. ADA-AE. Pr: 0.4800
Q2G1W3	OTHER	0.000533	0.999467	
Q2G1W5	OTHER	0.003750	0.996250	
Q2G1W6	OTHER	0.003566	0.996434	
Q2G1W7	OTHER	0.000391	0.999609	
Q2G1W8	OTHER	0.000357	0.999643	
Q2G1W9	OTHER	0.000425	0.999575	
Q2G1X1	OTHER	0.000723	0.999277	
Q2G1X2	OTHER	0.011213	0.988787	
Q2G1X3	OTHER	0.000730	0.999270	
Q2G1X4	OTHER	0.362680	0.637320	
Q2G1Y1	OTHER	0.001078	0.998922	
Q2G1Y2	OTHER	0.001996	0.998004	
Q2G1Y3	OTHER	0.005660	0.994340	
Q2G1Y7	OTHER	0.000926	0.999074	
Q2G1Y8	OTHER	0.002753	0.997247	
Q2G1Y9	OTHER	0.002921	0.997079	
Q2G1Z0	OTHER	0.001642	0.998358	
Q2G1Z3	OTHER	0.001241	0.998759	
Q2G200	OTHER	0.000722	0.999278	
Q2G201	OTHER	0.000413	0.999587	
Q2G205	OTHER	0.001041	0.998959	
Q2G206	OTHER	0.001641	0.998359	
Q2G207	OTHER	0.000754	0.999246	
Q2G208	OTHER	0.001027	0.998973	
